"id","target","target_sentiment","companies_sentiment","consumers_sentiment","__split"
"1159045787973771264","Ibex35","positive","positive","positive","train"
"1159076621812404224","oro","positive","positive","positive","train"
"1159086540926136320","fraude fiscal","positive","positive","positive","val"
"1159134242598793216","Ibex35","positive","positive","positive","train"
"1159189973599477504","Fisco","positive","positive","positive","val"
"1159359264101720064","Ibex 35","positive","positive","positive","train"
"1159362032476590080","Ibex","positive","positive","positive","val"
"1159364921685135104","Ibex35","positive","positive","positive","train"
"1159407199602561024","Ibex 35","positive","positive","positive","val"
"1159417117487354112","Mango","positive","neutral","neutral","test"
"1159462380692226048","Nueva Zelanda, India y Tailandia","positive","positive","positive","train"
"1159464500891987968","Coca-Cola","positive","neutral","neutral","train"
"1159493921086550016","Ibex35","positive","positive","positive","train"
"1159766440968409088","Santander","positive","neutral","neutral","test"
"1159769797644750848","BancoSabadell","positive","neutral","neutral","val"
"1159773572048523264","Portugal","positive","positive","positive","test"
"1160347599142080512","Óscar Cornejo y Adrián Madrid","positive","neutral","neutral","test"
"1160812557231415296","ibex35","positive","positive","positive","train"
"1160823365688578048","Ferrovial","neutral","neutral","neutral","train"
"1161080016219909888","Ferrovial","neutral","neutral","neutral","test"
"1161368904893181952","Wall Street","positive","positive","neutral","val"
"1161542977531068416","Francia","positive","positive","positive","train"
"1161556817316602112","Cellnex","positive","neutral","neutral","train"
"1161583259043717120","eurozona","positive","positive","positive","train"
"1161596830930653184","CaixaBank","positive","neutral","neutral","test"
"1161638824885346304","falsos autónomos","positive","positive","positive","train"
"1161706565403103232","Iberdrola","positive","neutral","neutral","val"
"1161865101466591232","Cellnex","positive","neutral","neutral","train"
"1161900701255131136","Ibex35","positive","positive","positive","val"
"1161928515131825920","Carlsberg","positive","neutral","neutral","test"
"1162042270364917504","bono español","negative","negative","negative","test"
"1162081590689849088","compañías europeas","neutral","neutral","neutral","train"
"1162263543430860800","Ibex 35","positive","positive","positive","train"
"1162265310222667520","Lenovo","positive","neutral","neutral","val"
"1162288018545209088","Joyería Tous","positive","neutral","neutral","train"
"1162316966901821440","BBVA","positive","neutral","neutral","test"
"1162364216793346048","Bolsas","positive","positive","positive","test"
"1162415983400837120","General Electric","positive","neutral","neutral","test"
"1162435115554918400","Seat","positive","neutral","neutral","train"
"1163358692869378048","Ibex","positive","positive","positive","train"
"1163375304691335168","Seguridad Social","positive","positive","positive","train"
"1163434400979345408","Ignacio Mataix","positive","neutral","neutral","train"
"1163450549670436864","Indra","positive","neutral","neutral","val"
"1163481332892258304","Ibex 35","positive","positive","positive","train"
"1163756217522675712","EEUU","neutral","neutral","neutral","val"
"1163761601004130304","Torrecid","positive","neutral","neutral","train"
"1163774957777817600","Cimic","positive","neutral","neutral","train"
"1163811810316673024","EEUU","positive","positive","positive","train"
"1163814031322308608","Málaga, Alicante y Baleares","positive","positive","positive","train"
"1163895982649675520","Másmóvil","positive","neutral","neutral","train"
"1163918813274025984","Bayer","positive","neutral","neutral","train"
"1164077649561607936","Ibex35","positive","positive","positive","val"
"1164078435221696512","Fed","positive","positive","positive","train"
"1164115084479799296","España","neutral","neutral","neutral","test"
"1164120288830939136","Ibex35","positive","positive","positive","train"
"1164144872602910720","Pescanova","positive","neutral","neutral","val"
"1164188635006230528","Target y Lowe's","positive","neutral","neutral","val"
"1164205062807314432","Ibex35","positive","positive","positive","train"
"1164233704916639488","eDreams","positive","neutral","neutral","val"
"1164255850774634496","hogares españoles","positive","positive","positive","train"
"1164468757869317888","España","positive","positive","positive","val"
"1164568378029301504","Ibex35","neutral","neutral","neutral","train"
"1164575457536290816","Ibex","positive","positive","positive","test"
"1164623271515557888","España","positive","positive","positive","train"
"1164799434783223808","Ibex","positive","positive","positive","test"
"1164804472800813056","Ibex 35","positive","positive","positive","val"
"1164824861534875648","Eulen","positive","neutral","neutral","train"
"1164844320853307136","Ibex35","positive","positive","positive","val"
"1164855912537964288","Álvarez-Pallete","positive","neutral","neutral","val"
"1164864196519092224","Álvarez-Pallete","positive","neutral","neutral","train"
"1164941621336715264","Ibex","positive","positive","positive","train"
"1165171643737620480","Hasbro","positive","neutral","neutral","train"
"1165931663010009088","Ibex35","positive","positive","positive","train"
"1165967427445956608","Bombardier","positive","neutral","neutral","train"
"1166014408469954304","Ibex 35","positive","positive","positive","val"
"1166016724535336704","Ibex35","positive","positive","positive","train"
"1166021234003533824","autónomos","positive","positive","positive","test"
"1166295476674727936","Ibex35","positive","positive","positive","train"
"1166353175395389440","ACS","positive","neutral","neutral","train"
"1166358177925017600","jubilados","positive","positive","positive","train"
"1166377102154842112","bolsas europeas","positive","positive","positive","train"
"1166379414814371840","Ibex35","positive","positive","positive","train"
"1166387395866103808","Ibex 35","positive","positive","positive","train"
"1166743602942435328","Ibex35","positive","positive","positive","train"
"1166787535135285248","Ibex 35","positive","positive","positive","train"
"1166803363033473024","Wall Street","positive","positive","neutral","val"
"1166978803312275712","economía francesa","positive","positive","positive","test"
"1167011507886067712","deuda argentina","positive","positive","positive","train"
"1167023606381063936","Ibex35","positive","positive","positive","train"
"1167100117419200512","Ibex 35","positive","positive","positive","train"
"1167105306377248768","Ibex35","positive","positive","positive","test"
"1167121832673234688","salario medio","positive","positive","positive","test"
"1167146147716182016","Repsol","positive","neutral","neutral","val"
"1167335973623083008","Ibex35","positive","positive","positive","val"
"1167338687291633664","Forocoches","positive","neutral","neutral","train"
"1167372134454157312","Repsol","positive","neutral","neutral","val"
"1167372391414210304","Repsol","positive","neutral","neutral","val"
"1167381828682047488","Ibex35","positive","positive","positive","test"
"1167383459104514048","comercio minorista","positive","positive","positive","val"
"1167394397643780096","eurozona","positive","positive","positive","train"
"1167462590051753984","Ibex 35","positive","positive","positive","train"
"1167475908204257280","Avanza Solutions","positive","neutral","neutral","test"
"1167508533245595648","Ibex 35","positive","positive","positive","val"
"1167800013608517632","Grecia e Italia","positive","positive","positive","test"
"1168214188533125120","Repsol","positive","neutral","neutral","train"
"1168259484264873984","Ibex","positive","positive","positive","train"
"1168427434426949632","Iberdrola","positive","neutral","neutral","train"
"1168474423445339904","ibex35","positive","positive","positive","train"
"1168494032378564608","Seguros El Corte Inglés","neutral","neutral","neutral","train"
"1168534208018636800","Deutsche Bank","positive","neutral","neutral","test"
"1168575855691481088","prima de riesgo italiana","positive","positive","positive","val"
"1168587897664094208","Deutsche Bank","positive","positive","positive","train"
"1168773139230273536","Ibex","positive","positive","positive","train"
"1168802734906236928","Castilla y León","positive","positive","positive","val"
"1168812316374327296","Paro","positive","positive","positive","train"
"1168851880782553088","Canarias, Galicia, Navarra y País Vasco","positive","positive","positive","train"
